N;Name;Symbol;Market Cap;Price;Circulating Supply;Volume (24h);1h;24h;7d
1551;Universal Cur...;UNIT;$100 053;$0,006273;15 949 110;$?;0,00%;0,00%;0,00%
1552;DarexTravel;DART;$99 487;$0,000001;87 400 000 000 *;$?;0,11%;0,83%;6,95%
1553;Help The Home...;HTH;$98 598;$0,000087;1 135 448 214;$226;0,21%;1,55%;3,53%
1554;Soniq;SONIQ;$95 520;$0,001910;50 000 000 *;$3;0,21%;1,55%;3,16%
1555;EthereumX;ETX;$94 850;$0,001087;87 225 579 *;$327;-0,04%;17,16%;10,47%
1556;Bulleon;BUL;$94 168;$0,085892;1 096 353 *;$9;0,54%;58,85%;-18,42%
1557;Creditbit;CRB;$93 918;$0,005557;16 900 214 *;$245;-2,81%;4,16%;-15,20%
1558;Evimeria;EVI;$92 648;$0,000006;15 519 279 936 *;$247;-3,56%;32,04%;-6,21%
1559;Shekel;JEW;$92 272;$0,000695;132 820 167 *;$5;0,21%;1,56%;-16,94%
1560;BBSCoin;BBS;$91 812;$0,000001;82 026 783 080 *;$172;0,23%;23,07%;-3,59%
1561;UltraCoin;UTC;$91 677;$0,001919;47 776 744;$0;0,00%;0,00%;0,00%
1562;PRiVCY;PRIV;$90 711;$0,005495;16 508 939 *;$48;-0,71%;-3,47%;1,18%
1563;CampusCoin;CC;$88 561;$0,000174;509 961 108;$84;0,22%;1,54%;3,53%
1564;CrowdWiz;WIZ;$87 452;$0,010155;8 612 017 *;$7;0,21%;0,14%;-10,16%
1565;Level Up Coin;LUC;$86 601;$0,000087;996 923 370 *;$306;-45,88%;-40,05%;-65,54%
1566;Paymon;PMNT;$86 495;$0,000142;611 226 584 *;$89;0,53%;-5,43%;-6,61%
1567;Ethereum Cash;ECASH;$85 708;$0,006079;14 100 000 *;$5;0,21%;11,08%;2,58%
1568;Ratecoin;XRA;$83 696;$0,000684;122 449 162 *;$0;0,00%;0,00%;-4,81%
1569;Lightpaycoin;LPC;$82 294;$0,014204;5 793 754 *;$261;4,40%;-16,25%;3,26%
1570;Arqma;ARQ;$81 224;$0,015810;5 137 374 *;$165;0,21%;1,19%;-4,83%
1571;BTC Lite;BTCL;$81 192;$0,004342;18 700 000 *;$8;0,21%;-20,66%;-2,15%
1572;Tidex Token;TDX;$80 800;$0,008501;9 504 980 *;$70;0,18%;2,98%;-11,69%
1573;Tracto;TRCT;$79 803;$0,002965;26 913 041 *;$0;0,00%;0,00%;-24,55%
1574;Bitcoin Red;BTCRED;$77 958;$0,003794;20 550 001 *;$88;0,06%;14,72%;16,69%
1575;Dragonglass;DGS;$77 568;$0,000171;454 731 339 *;$0;0,00%;0,00%;-28,98%
1576;Origami;ORI;$76 206;$0,018033;4 225 879 *;$65;0,54%;-41,68%;-20,67%
1577;Social Activi...;SAT;$76 115;$0,000599;126 967 463 *;$0;0,00%;0,15%;-12,99%
1578;Orbis Token;OBT;$76 091;$0,003970;19 166 752 *;$6;0,36%;41,49%;12,77%
1579;OP Coin;OPC;$75 596;$0,000041;1 858 984 784 *;$5;0,08%;-13,96%;-51,36%
1580;Condensate;RAIN;$74 837;$0,000087;861 858 625;$11;0,23%;1,54%;9,28%
1581;ArbitrageCT;ARCT;$73 077;$0,000697;104 795 765 *;$248;-1,20%;-22,30%;63,70%
1582;SAKECOIN;SAKE;$72 921;$0,000015;4 782 252 573 *;$21;0,08%;-1,06%;41,90%
1583;Biotron;BTRN;$72 643;$0,001101;65 965 771 *;$236;0,53%;0,43%;-12,19%
1584;vSlice;VSL;$72 484;$0,002171;33 390 496 *;$1;0,23%;1,54%;1,56%
1585;Ccore;CCO;$71 222;$0,041896;1 699 999 *;$15;1,94%;22,82%;68,75%
1586;TOKYO;TOKC;$71 040;$0,000261;272 697 251 *;$2;0,21%;1,55%;-20,08%
1587;Linx;LINX;$69 241;$0,001909;36 264 798;$121;-37,03%;-40,22%;-70,22%
1588;Thunderstake;TSC;$67 309;$0,000087;775 122 091;$74;0,21%;1,55%;3,53%
1589;Bitcloud;BTDX;$67 150;$0,002258;29 743 640 *;$4;0,23%;-66,83%;-64,01%
1590;Viuly;VIU;$67 030;$0,000087;771 905 775 *;$9;0,21%;1,55%;-48,21%
1591;Bitsum;BSM;$66 931;$0,000046;1 445 646 241 *;$22;0,24%;-43,55%;18,68%
1592;Arepacoin;AREPA;$66 723;$0,004149;16 081 413;$295;0,03%;33,33%;-33,22%
1593;MarteXcoin;MXT;$66 542;$0,019103;3 483 341;$8;0,23%;-3,97%;-7,49%
1594;Evil Coin;EVIL;$66 336;$0,003156;21 020 383;$0;0,00%;0,03%;1,69%
1595;Impact;IMX;$65 158;$0,000589;110 630 546;$0;0,00%;0,00%;17,04%
1596;FundRequest;FND;$64 619;$0,001352;47 782 545 *;$0;0,00%;1,18%;6,45%
1597;MoX;MOX;$64 542;$0,014137;4 565 608;$2;0,19%;7,35%;-17,87%
1598;Impleum;IMPL;$62 000;$0,012605;4 918 739;$122;0,21%;-32,79%;-42,34%
1599;PlatinumBAR;XPTX;$61 680;$0,028554;2 160 126;$0;0,00%;1,80%;-31,91%
1600;Mincoin;MNC;$61 398;$0,011115;5 523 875;$191;0,22%;-37,96%;-47,27%
1601;Cazcoin;CAZ;$60 914;$0,001476;41 263 548 *;$107;0,21%;2,25%;-5,11%
1602;Billionaire T...;XBL;$60 604;$0,018280;3 315 269 *;$0;0,00%;0,00%;0,00%
1603;Oceanlab;OCL;$60 555;$0,001302;46 500 000 *;$13;0,21%;22,85%;-34,29%
1604;Beacon;BECN;$60 256;$0,007510;8 023 391 *;$145;0,21%;38,80%;-6,74%
1605;Etheera;ETA;$59 198;$0,000008;7 190 226 682 *;$6;0,45%;-20,94%;-36,99%
1606;KanadeCoin;KNDC;$58 859;$0,000011;5 471 056 500 *;$12;0,54%;0,15%;3,49%
1607;Cream;CRM;$58 756;$0,001303;45 108 749;$1;0,21%;-47,47%;104,44%
1608;SONDER;SNR;$58 659;$0,000347;168 879 121 *;$10;0,21%;8,26%;6,19%
1609;Swing;SWING;$58 085;$0,013719;4 233 795;$3;23,39%;23,39%;-12,56%
1610;Bolivarcoin;BOLI;$57 774;$0,004339;13 314 837;$13;3,67%;10,31%;22,43%
1611;TrakInvest;TRAK;$57 075;$0,000680;83 933 471 *;$0;0,00%;0,00%;-69,78%
1612;SmartCoin;SMC;$56 606;$0,002228;25 408 687;$0;0,00%;0,21%;-10,59%
1613;Onix;ONX;$55 784;$0,000521;107 072 781;$96;0,22%;1,54%;7,31%
1614;Blocknode;BND;$55 679;$0,000347;160 299 608;$70;0,21%;1,55%;26,60%
1615;BitStation;BSTN;$55 164;$0,000012;4 704 185 603 *;$330;3,14%;10,11%;17,41%
1616;XDNA;XDNA;$54 933;$0,014123;3 889 670;$32;-20,29%;34,06%;-3,88%
1617;Phonecoin;PHON;$54 206;$0,000785;69 048 815;$148;0,22%;-7,74%;55,62%
1618;Arion;ARION;$53 935;$0,005158;10 455 925 *;$5;0,26%;-5,36%;-21,02%
1619;Signatum;SIGT;$53 589;$0,000496;107 972 766 *;$0;0,00%;0,00%;3,77%
1620;SuperCoin;SUPER;$52 616;$0,001042;50 510 921;$9;0,23%;1,50%;-13,45%
1621;Jin Coin;JIN;$52 352;$0,005256;9 960 402;$0;0,00%;0,00%;-22,08%
1622;GoldBlocks;GB;$51 826;$0,003330;15 563 873;$0;0,00%;0,04%;1,70%
1623;Etheriya;RIYA;$50 305;$0,031808;1 581 531 *;$0;0,00%;0,00%;121,31%
1624;VIVO;VIVO;$50 154;$0,011810;4 246 839;$54;0,21%;-6,21%;-22,48%
1625;RPICoin;RPI;$49 862;$0,000091;545 839 140;$209;0,21%;-46,58%;-35,61%
1626;ConnectJob;CJT;$49 236;$0,000436;112 839 768 *;$0;0,00%;0,00%;64,84%
1627;Blakecoin;BLC;$48 375;$0,002172;22 268 942;$0;0,00%;1,62%;7,91%
1628;Dystem;DTEM;$48 236;$0,008249;5 847 139;$3;0,21%;20,59%;75,79%
1629;empowr coin;EMPR;$47 938;$5.50e-9;8 717 417 956 220 *;$145;0,43%;-8,75%;-0,47%
1630;KZ Cash;KZC;$47 918;$0,025307;1 893 470;$300;-0,02%;2,95%;5,81%
1631;ICO OpenLedger;ICOO;$47 586;$0,102127;465 952 *;$54;0,45%;-40,72%;-31,58%
1632;ZINC;ZINC;$47 419;$0,008692;5 455 578 *;$0;0,00%;0,46%;9,68%
1633;GenesisX;XGS;$47 155;$0,006235;7 563 094;$194;0,21%;3,96%;-3,26%
1634;SteepCoin;STEEP;$47 083;$0,000259;181 505 253;$95;0,22%;1,24%;3,12%
1635;Dreamcoin;DRM;$46 984;$0,018519;2 537 016 *;$0;0,00%;0,00%;3,52%
1636;EagleX;EGX;$46 660;$0,001389;33 583 500 *;$3;0,21%;-39,82%;-3,72%
1637;ParallelCoin;DUO;$46 176;$0,146721;314 719;$16;0,23%;90,85%;82,51%
1638;Bitdeal;BDL;$46 036;$0,000262;175 583 793;$0;0,00%;2,22%;77,25%
1639;GuccioneCoin;GCC;$45 797;$0,002258;20 285 537 *;$2;0,23%;1,69%;0,07%
1640;Open Trading ...;OTN;$45 736;$0,022591;2 024 530 *;$0;0,00%;2,01%;-13,11%
1641;Dach Coin;DACHX;$44 964;$0,002503;17 967 320;$14;13,98%;16,60%;-13,45%
1642;Rupaya;RUPX;$44 279;$0,001012;43 732 997 *;$56;0,19%;-5,14%;16,63%
1643;bitcoin2network;B2N;$44 030;$0,000035;1 266 996 981;$55;2,87%;28,04%;-2,03%
1644;Carebit;CARE;$43 914;$0,000342;128 259 745;$263;0,21%;1,50%;-12,18%
1645;Peerguess;GUESS;$43 685;$0,000722;60 537 668 *;$19;2,85%;21,75%;96,31%
1646;PureVidz;VIDZ;$43 513;$0,000347;125 279 775 *;$10;0,23%;-31,94%;-40,84%
1647;BERNcash;BERN;$42 776;$0,000600;71 234 301;$0;0,00%;0,32%;-10,42%
1648;X-Coin;XCO;$42 318;$0,003417;12 384 976 *;$0;0,00%;0,00%;19,81%
1649;VoteCoin;VOT;$41 092;$0,000732;56 126 375;$37;0,46%;12,23%;14,60%
1650;Coin2.1;C2;$40 959;$0,000523;78 245 975 *;$0;0,00%;0,00%;4,01%
1651;Save Environm...;SET;$40 323;$0,041975;960 636 *;$0;0,00%;0,00%;-69,98%
1652;Zoomba;ZBA;$40 192;$0,002432;16 527 793;$26;0,21%;-2,13%;8,73%
1653;Monoeci;XMCC;$37 897;$0,004625;8 194 328;$50;0,22%;-8,74%;-36,14%
1654;Minereum;MNE;$37 795;$0,006339;5 962 554 *;$251;0,69%;1,11%;-30,55%
1655;YENTEN;YTN;$37 221;$0,001966;18 927 750;$34;1,85%;0,08%;-15,69%
1656;Citadel;CTL;$37 147;$0,003386;10 969 269;$26;0,23%;-19,51%;-26,59%
1657;Bitcoin Turbo...;BTK;$36 708;$0,000003;10 624 838 603 *;$199;-11,68%;-4,36%;-66,21%
1658;CommunityGene...;CGEN;$36 436;$0,000087;419 588 244;$0;0,21%;-0,11%;3,47%
1659;GeyserCoin;GSR;$36 393;$0,034214;1 063 704;$1;0,21%;2,87%;3,53%
1660;Eternity;ENT;$35 686;$0,006339;5 629 779;$174;0,23%;-22,47%;23,85%
1661;Joincoin;J;$35 426;$0,010739;3 298 721;$1;2,17%;-1,03%;7,92%
1662;Garlicoin;GRLC;$35 023;$0,002785;12 574 285;$120;0,22%;9,50%;-5,38%
1663;Earth Token;EARTH;$34 962;$0,000170;205 300 250 *;$?;0,00%;0,00%;0,00%
1664;Cryptojacks;CJ;$34 884;$0,000086;406 568 581;$0;0,00%;0,34%;2,30%
1665;AmsterdamCoin;AMS;$34 873;$0,000695;50 201 886;$71;0,23%;62,47%;-7,98%
1666;BitCoen;BEN;$34 838;$0,004977;7 000 000 *;$98;0,16%;-24,82%;-13,55%
1667;Castle;CSTL;$34 386;$0,002543;13 524 101;$6;0,21%;9,54%;-40,08%
1668;Theresa May Coin;MAY;$34 141;$0,000341;100 018 000;$0;0,00%;0,00%;23,81%
1669;InvestFeed;IFT;$33 306;$0,000174;191 381 257 *;$0;0,00%;0,00%;-25,71%
1670;Waletoken;WTN;$33 215;$0,000002;19 918 713 667 *;$0;0,54%;-0,59%;-17,46%
1671;Datacoin;DTC;$32 257;$0,000868;37 147 295;$7;0,22%;69,26%;159,00%
1672;Elysium;ELS;$31 999;$0,002258;14 173 564;$33;0,23%;55,30%;20,14%
1673;KingN Coin;KNC;$31 536;$15,70;2 009 *;$0;0,00%;0,00%;22,80%
1674;MASTERNET;MASH;$31 201;$0,000985;31 686 740 *;$287;7,65%;13,36%;15,53%
1675;Olympic;OLMP;$30 808;$0,000316;97 493 790;$191;1,29%;19,89%;-18,78%
1676;Authorship;ATS;$30 531;$0,000305;99 971 428 *;$7;0,44%;-1,91%;1,36%
1677;EVOS;EVOS;$30 199;$0,003475;8 689 202 *;$128;-1,08%;-5,83%;-21,25%
1678;Ethereum Gold;ETG;$29 015;$0,002418;12 000 000 *;$0;0,54%;1,02%;-18,90%
1679;PluraCoin;PLURA;$28 777;$0,000087;331 220 030;$129;0,20%;1,61%;3,59%
1680;Cheesecoin;CHEESE;$28 484;$0,000087;328 023 200;$1;0,21%;-1,65%;-0,33%
1681;Safe Trade Coin;XSTC;$28 379;$0,000087;326 829 322 *;$4;0,23%;-0,39%;13,83%
1682;Pure;PUREX;$28 085;$0,001582;17 751 757;$0;0,00%;2,79%;-14,20%
1683;Quebecoin;QBC;$28 050;$0,001799;15 588 776;$0;0,00%;0,21%;-13,92%
1684;TravelNote;TVNT;$28 048;$0,013025;2 153 333 *;$25;0,21%;21,02%;71,51%
1685;Bolenum;BLN;$27 963;$0,000001;25 000 000 000 *;$104;0,08%;-84,49%;-12,28%
1686;Bitcoin 21;XBTC21;$27 680;$0,034900;793 108 *;$0;0,00%;0,00%;-14,68%
1687;Project Coin;PRJ;$27 662;$0,000940;29 417 929 *;$149;0,05%;11,31%;-40,71%
1688;PostCoin;POST;$27 557;$0,001737;15 868 233 *;$203;0,23%;-7,69%;-25,91%
1689;Master Swiscoin;MSCN;$27 439;$0,000608;45 143 320 *;$188;0,23%;18,46%;-29,26%
1690;BoostCoin;BOST;$26 765;$0,002258;11 855 487;$40;0,23%;-28,64%;-59,62%
1691;Escroco Emerald;ESCE;$26 269;$0,000043;605 028 635 *;$0;0,21%;1,55%;3,53%
1692;CatoCoin;CATO;$26 214;$0,004515;5 805 328;$11;86,10%;42,72%;31,30%
1693;Digital Money...;DMB;$25 692;$0,000260;98 815 846;$21;0,23%;52,02%;3,40%
1694;Shivers;SHVR;$25 640;$0,000471;54 453 298 *;$0;0,00%;0,00%;0,00%
1695;Qurito;QURO;$25 097;$0,002411;10 408 241 *;$0;0,00%;0,00%;5,80%
1696;Azart;AZART;$24 932;$0,006013;4 146 379;$200;0,21%;95,64%;22,35%
1697;BOAT;BOAT;$24 887;$0,000342;72 685 678;$0;0,00%;0,00%;44,59%
1698;Crystal Clear ;CCT;$24 185;$0,004459;5 423 973 *;$0;0,00%;0,00%;-10,87%
1699;Acoin;ACOIN;$23 725;$0,019445;1 220 085;$0;0,00%;0,00%;-1,10%
1700;Virtacoin;VTA;$23 715;$0,000005;5 201 310 113;$1;0,27%;184,59%;42,81%
1701;MojoCoin;MOJO;$23 452;$0,001910;12 276 850 *;$288;5,00%;11,70%;13,80%
1702;IQ.cash;IQ;$23 316;$0,005984;3 896 163;$23;0,76%;-1,19%;-19,31%
1703;Zurcoin;ZUR;$22 833;$0,000260;87 653 034;$9;0,23%;3,90%;3,53%
1704;Californium;CF;$22 501;$0,009196;2 446 961;$0;0,00%;1,45%;3,27%
1705;Titcoin;TIT;$22 358;$0,000346;64 531 515;$0;0,00%;0,00%;7,73%
1706;AdultChain;XXX;$21 673;$0,000434;49 917 231 *;$0;0,21%;1,57%;-13,72%
1707;BunnyToken;BUNNY;$21 638;$0,000110;196 025 052 *;$0;0,00%;1,11%;-34,18%
1708;Nitro;NOX;$21 351;$0,000887;24 075 586 *;$411;0,60%;-1,11%;-39,17%
1709;PAXEX;PAXEX;$21 151;$0,001204;17 571 745;$150;18,08%;4,15%;-29,38%
1710;FuzzBalls;FUZZ;$20 964;$0,004340;4 829 945;$0;0,00%;0,00%;-12,29%
1711;NevaCoin;NEVA;$20 693;$0,005297;3 906 680;$7;0,23%;-3,22%;-2,85%
1712;ParkByte;PKB;$20 515;$0,004306;4 764 026 *;$0;0,00%;2,77%;10,20%
1713;SecureCoin;SRC;$20 459;$0,001997;10 243 641;$2;0,22%;-35,12%;13,39%
1714;BigUp;BIGUP;$20 280;$0,000009;2 137 572 489;$1;0,07%;2,59%;13,10%
1715;IrishCoin;IRL;$20 176;$0,000514;39 285 349;$0;0,00%;0,00%;-58,86%
1716;SONO;SONO;$20 073;$0,011376;1 764 574;$17;-0,55%;1,55%;-0,60%
1717;BitCoin One;BTCONE;$19 907;$0,000268;74 332 239 *;$377;3,45%;2,00%;3,82%
1718;SecretCoin;SCRT;$19 828;$0,004689;4 228 672 *;$9;0,23%;11,90%;-44,40%
1719;Compound Coin;COMP;$19 717;$4.07e-7;48 485 172 120;$10;0,08%;-8,67%;-68,60%
1720;WELL;WELL;$19 412;$0,000215;90 216 698 *;$0;0,54%;1,01%;-36,31%
1721;iBTC;IBTC;$19 324;$0,000696;27 782 529 *;$0;0,00%;-4,00%;279,32%
1722;GambleCoin;GMCN;$18 947;$0,002171;8 727 715 *;$1;0,21%;-47,11%;-7,56%
1723;GreenMed;GRMD;$18 781;$0,001260;14 899 993 *;$0;0,00%;0,00%;-41,90%
1724;AceD;ACED;$18 635;$0,007913;2 354 922 *;$40;1,00%;15,35%;-26,33%
1725;Luna Coin;LUNA;$18 549;$0,010870;1 706 429;$282;8,59%;2,61%;-33,19%
1726;BitMoney;BIT;$18 243;$0,000221;82 497 698;$40;-1,83%;25,58%;-20,01%
1727;BumbaCoin;BUMBA;$18 067;$0,000774;23 335 668;$2;0,07%;0,60%;15,22%
1728;Eurocoin;EUC;$18 062;$0,001455;12 416 554;$0;0,00%;0,00%;13,11%
1729;ICOBID;ICOB;$18 013;$0,000168;107 048 455 *;$0;0,00%;0,00%;0,31%
1730;Nyerium;NYEX;$17 714;$0,000841;21 059 611 *;$20;0,21%;23,44%;-6,31%
1731;PAWS Fund;PAWS;$16 990;$0,090721;187 280;$437;-8,48%;-6,92%;-35,98%
1732;Digiwage;WAGE;$16 910;$0,000359;47 062 308;$105;-42,62%;-65,63%;-56,39%
1733;Dollarcoin;DLC;$16 887;$0,001854;9 106 714;$0;0,00%;0,00%;-3,38%
1734;Grimcoin;GRIM;$16 710;$0,000174;96 215 628;$0;0,21%;1,55%;8,57%
1735;Sola Token;SOL;$16 519;$0,000571;28 948 937 *;$0;0,00%;0,00%;0,00%
1736;Bitcoin Adult;BTAD;$16 117;$0,000521;30 933 030 *;$0;0,21%;14,92%;5,54%
1737;PrimeStone;PSC;$16 083;$0,001009;15 940 819;$144;0,21%;6,71%;22,75%
1738;TajCoin;TAJ;$15 879;$0,001308;12 140 169;$0;0,00%;0,00%;-8,27%
1739;Honey;HONEY;$15 840;$0,034741;455 955;$0;0,00%;0,00%;2,27%
1740;Litecred;LTCR;$15 818;$0,000523;30 227 750;$0;0,00%;0,00%;9,22%
1741;MustangCoin;MST;$15 556;$0,024679;630 343;$0;0,00%;0,00%;33,56%
1742;Neuro;NRO;$15 488;$0,000261;59 401 326;$0;0,00%;1,63%;-33,19%
1743;Phantomx;PNX;$15 348;$0,000370;41 514 507;$2;0,21%;6,70%;-11,84%
1744;Zealium;NZL;$15 211;$0,001807;8 417 573;$32;0,21%;-7,72%;-33,26%
1745;High Voltage;HVCO;$14 661;$0,009812;1 494 171 *;$4;0,23%;15,00%;-3,88%
1746;PyrexCoin;PYX;$14 535;$0,001216;11 956 057;$21;0,21%;1,55%;-8,37%
1747;Mero;MERO;$14 245;$0,002457;5 796 879;$62;0,21%;-34,42%;146,22%
1748;Cashcoin;CASH;$13 926;$0,000260;53 458 111;$3;0,22%;52,33%;3,52%
1749;BROTHER;BRAT;$13 830;$0,000086;160 000 000 *;$0;0,00%;0,00%;3,06%
1750;FolmCoin;FLM;$13 313;$0,001378;9 662 813;$19;0,67%;-10,37%;126,74%
1751;Italo;XTA;$13 154;$0,005464;2 407 366;$42;-11,85%;-11,22%;-7,09%
1752;Dalecoin;DALC;$13 114;$0,020409;642 568 *;$15;36,25%;18,70%;28,06%
1753;Zayedcoin;ZYD;$12 843;$0,002057;6 243 840;$0;0,00%;0,00%;3,60%
1754;BZLCOIN;BZL;$12 793;$0,006030;2 121 743;$50;0,22%;6,07%;-16,82%
1755;Printex;PRTX;$12 627;$0,000434;29 083 007;$22;-22,05%;-27,46%;-40,65%
1756;Atomic Coin;ATOM;$12 546;$0,000676;18 554 847;$0;0,00%;4,12%;34,36%
1757;Fintab;FNTB;$12 290;$0,004422;2 779 387 *;$0;0,00%;0,00%;5,74%
1758;PosEx;PEX;$12 101;$0,004933;2 453 240;$0;0,00%;0,00%;-8,40%
1759;Eryllium;ERY;$11 874;$0,000869;13 663 121;$0;0,00%;0,00%;-15,74%
1760;Agrolot;AGLT;$11 259;$0,000819;13 751 539 *;$40;0,32%;-53,75%;1,53%
1761;Bankcoin;B@;$10 594;$0,001029;10 291 781 *;$0;0,00%;0,00%;-2,24%
1762;BowsCoin;BSC;$10 383;$0,001871;5 550 102;$0;0,00%;0,00%;-7,07%
1763;CoinonatX;XCXT;$10 180;$0,000521;19 539 588;$1;0,22%;103,09%;-5,54%
1764;Veltor;VLT;$10 118;$0,018235;554 855;$9;0,23%;2,90%;48,91%
1765;Ragnarok;RAGNA;$9 854;$0,000782;12 608 873;$36;12,73%;4,53%;-24,11%
1766;Bitcoin Planet;BTPL;$9 453;$0,001389;6 804 362;$49;0,23%;53,19%;27,42%
1767;Independent M...;IMS;$9 203;$0,001714;5 368 934;$0;0,00%;0,00%;-7,46%
1768;ZoZoCoin;ZZC;$9 127;$0,004689;1 946 488;$0;35,28%;-46,27%;-17,07%
1769;LiteCoin Ultra;LTCU;$9 044;$0,008770;1 031 300;$103;0,22%;9,37%;21,12%
1770;CustomContrac...;CCN;$9 003;$0,000018;511 713 902 *;$15;0,54%;8,30%;-67,88%
1771;Iconic;ICON;$8 546;$0,014414;592 894 *;$31;0,23%;-1,61%;25,39%
1772;Trident Group;TRDT;$8 323;$0,006862;1 213 024 *;$0;0,00%;0,00%;5,78%
1773;ARbit;ARB;$8 305;$0,000767;10 830 050;$0;0,00%;0,00%;-4,52%
1774;SpeedCash;SCS;$8 242;$0,014341;574 745;$0;0,00%;0,00%;-48,19%
1775;CryptoFlow;CFL;$8 226;$0,000089;92 026 159;$82;-2,76%;-23,09%;-18,82%
1776;BrokerNekoNet...;BNN;$8 077;$0,000003;2 994 585 916 *;$0;0,00%;0,00%;-46,74%
1777;Bitspace;BSX;$7 974;$0,000585;13 638 811;$0;0,00%;0,00%;-17,38%
1778;Prime-XI;PXI;$7 631;$0,000348;21 931 815;$0;0,00%;1,72%;3,71%
1779;ROIyal Coin;ROCO;$7 540;$0,010247;735 862;$34;0,41%;-3,04%;91,07%
1780;Graphcoin;GRPH;$7 482;$0,000957;7 821 703;$0;0,00%;1,70%;8,40%
1781;LiteBitcoin;LBTC;$7 293;$0,000252;28 940 333;$1;0,00%;191,42%;53,48%
1782;CoinToGo;2GO;$7 227;$0,000782;9 246 640;$238;0,21%;82,79%;86,36%
1783;INDINODE;XIND;$7 169;$0,000009;825 614 535;$0;0,21%;1,55%;-48,23%
1784;FLiK;FLIK;$7 130;$0,000119;60 123 682 *;$14;0,43%;-53,49%;-44,57%
1785;Levocoin;LEVO;$7 107;$0,000260;27 375 528;$0;0,00%;0,00%;3,17%
1786;Cannation;CNNC;$7 097;$0,002865;2 476 893;$37;14,06%;15,55%;26,53%
1787;BenjiRolls;BENJI;$7 042;$0,000347;20 276 099;$3;0,23%;-31,10%;8,03%
1788;JavaScript Token;JS;$6 940;$0,000868;7 991 996 *;$42;0,21%;1,55%;3,53%
1789;Ammo Reloaded;AMMO;$6 766;$0,000087;77 777 777 *;$0;0,00%;0,00%;22,42%
1790;Centurion;CNT;$6 744;$0,000087;77 663 826;$2;0,23%;1,65%;8,64%
1791;Comet;CMT;$6 594;$0,007554;872 830;$15;0,23%;20,97%;-5,29%
1792;Nekonium;NUKO;$6 253;$0,000521;12 000 829;$6;0,21%;21,87%;-43,04%
1793;EZOOW;EZW;$6 214;$5.38e-7;11 551 907 115 *;$6;0,54%;-70,92%;-26,46%
1794;Wild Beast Block;WBB;$6 113;$0,033604;181 919;$4;0,23%;-2,31%;15,79%
1795;Cabbage;CAB;$6 076;$0,000579;10 499 996 *;$0;0,00%;0,00%;7,20%
1796;VectorAI;VEC2;$6 054;$0,000329;18 399 311;$0;0,00%;0,00%;-1,59%
1797;iBank;IBANK;$5 895;$0,001302;4 526 324;$10;0,23%;-4,81%;-26,74%
1798;Renos;RNS;$5 793;$0,000174;33 356 077 *;$0;0,23%;8,90%;8,90%
1799;PLNcoin;PLNC;$5 743;$0,000336;17 089 600;$0;0,00%;0,00%;0,16%
1800;UralsCoin;URALS;$5 710;$0,000429;13 304 801;$1;-0,59%;19,00%;1,34%
1801;Bitvolt;VOLT;$5 688;$0,000343;16 588 056 *;$0;0,00%;0,25%;7,26%
1802;SongCoin;SONG;$5 655;$0,000174;32 565 300;$8;0,23%;1,54%;-8,49%
1803;LitecoinToken;LTK;$5 445;$5.81e-8;93 798 013 228 *;$227;0,71%;-34,26%;-31,59%
1804;Kurrent;KURT;$5 328;$0,000087;61 364 813;$8;-71,34%;-90,95%;-84,96%
1805;PlayerCoin;PLACO;$5 208;$0,000148;35 120 000;$0;0,00%;0,69%;84,06%
1806;Xchange;XCG;$5 082;$0,000521;9 753 850;$2;0,21%;1,55%;3,53%
1807;Qbic;QBIC;$4 878;$0,001041;4 684 176;$97;0,21%;-49,17%;-53,81%
1808;MiloCoin;MILO;$4 622;$0,000428;10 789 954;$0;0,00%;0,00%;-35,24%
1809;SocialCoin;SOCC;$4 567;$0,000434;10 518 425;$8;0,22%;-30,06%;-32,09%
1810;Ourcoin;OUR;$3 004;$0,004863;617 697;$2;0,21%;-0,23%;-15,28%
1811;Rhenium;XRH;$2 951;$0,000087;33 891 939;$0;0,00%;1,81%;-48,10%
1812;CrevaCoin;CREVA;$2 928;$0,000080;36 390 750;$0;0,00%;0,00%;0,00%
1813;Sharpe Platfo...;SHP;$2 588;$0,000149;17 410 144 *;$0;0,00%;0,28%;0,80%
1814;BitCoal;COAL;$2 344;$0,000521;4 500 000;$1;0,22%;-23,78%;-52,22%
1815;Peony;PNY;$2 322;$0,005311;437 160;$3;0,21%;-3,62%;-49,75%
1816;PonziCoin;PONZI;$2 168;$0,002518;861 099;$5;5,69%;9,06%;0,20%
1817;Magnum;MGM;$1 953;$0,000434;4 497 751;$7;0,23%;-15,38%;29,41%
1818;Concoin;CONX;$1 904;$0,002558;744 266;$0;0,00%;0,00%;-29,07%
1819;ACRE;ACRE;$1 902;$0,000434;4 379 884;$1;0,21%;1,55%;81,03%
1820;Staker;STR;$1 868;$0,001303;1 433 962 *;$7;0,21%;26,94%;24,82%
1821;Project-X;NANOX;$1 767;$22 576,21;0,07826400 *;$8;0,23%;1,54%;15,55%
1822;Save and Gain;SANDG;$1 580;$0,000515;3 064 800;$7;0,28%;8,12%;28,92%
1823;AnarchistsPrime;ACP;$1 096;$0,000249;4 394 874;$0;0,00%;0,00%;-25,64%
1824;Interzone;ITZ;$1 096;$0,000413;2 652 019;$0;0,00%;0,00%;-1,42%
1825;dietbitcoin;DDX;$1 038;$0,000355;2 924 509;$0;0,57%;1,04%;3,70%
